,client_id,Variation,visitor_id,tenure_group,clnt_tenure_mnth,clnt_age,gendr,gendr_num,invalid_sequence,converted,num_invalid_steps,first_invalid_step,last_invalid_step,wrong_steps,invalid_rate
571,128147,control,631063905_10806461867,short_tenure,113.0,26.0,M,1.0,True,0,4,start,start,4,0.0
572,128230,test,781133043_30282627574,short_tenure,78.0,67.5,U,,True,1,10,start,confirm,10,0.0
574,128983,control,437371872_44640051307,long_tenure,201.0,35.0,F,0.0,True,0,5,start,start,5,0.0
576,129549,control,905050134_82594668200,short_tenure,65.0,69.5,U,,True,1,8,start,confirm,8,0.0
585,130452,test,5768439_5754036154,long_tenure,305.0,31.5,F,0.0,True,1,15,start,confirm,15,0.0
587,130952,test,647076853_40338764708,long_tenure,177.0,45.5,M,1.0,True,0,18,start,start,18,0.0
588,131064,control,602899881_94965593849,short_tenure,106.0,28.0,F,0.0,True,0,9,start,start,9,0.0
593,132547,control,639186618_24257345312,short_tenure,107.0,55.0,F,0.0,True,0,5,start,step_1,5,0.0
597,133096,test,409131561_54269500505,short_tenure,103.0,43.5,U,,True,1,11,start,confirm,11,0.0
600,133340,test,824304286_13328223392,long_tenure,166.0,50.0,F,0.0,True,0,7,start,start,7,0.0
601,133394,test,512387387_54653266972,short_tenure,81.0,30.5,U,,True,1,14,start,confirm,14,0.0
602,133487,control,520301538_69648105377,long_tenure,328.0,64.0,M,1.0,True,0,6,start,step_3,6,0.0
603,133522,control,325510630_25821236859,short_tenure,47.0,58.0,U,,True,1,10,start,confirm,10,0.0
605,133779,test,726180811_2275765284,long_tenure,166.0,69.0,M,1.0,True,0,5,start,start,5,0.0
612,135254,test,59863784_32003824003,long_tenure,194.0,62.0,F,0.0,True,0,22,start,start,22,0.0
616,136138,control,999669334_52101408980,short_tenure,59.0,25.5,M,1.0,True,0,8,start,step_1,8,0.0
621,136986,control,721543516_31532996324,long_tenure,148.0,38.0,F,0.0,True,0,3,start,start,3,0.0
622,137061,test,753028704_7561512518,long_tenure,181.0,31.5,M,1.0,True,0,7,start,step_1,7,0.0
623,137555,test,317168872_26720518966,short_tenure,68.0,29.5,U,,True,1,7,start,confirm,7,0.0
627,138093,control,816789777_66173189856,long_tenure,169.0,56.0,F,0.0,True,0,5,start,start,5,0.0
631,138395,control,186144210_11426268389,long_tenure,181.0,70.0,F,0.0,True,0,7,start,start,7,0.0
633,138686,control,136345537_44957066996,long_tenure,276.0,61.0,F,0.0,True,0,11,start,step_1,11,0.0
634,138741,test,130005216_56328392917,long_tenure,202.0,54.5,M,1.0,True,0,7,start,start,7,0.0
640,139808,test,520651143_34972874899,long_tenure,180.0,69.5,M,1.0,True,0,7,start,step_1,7,0.0
644,140020,test,193538768_85229185035,long_tenure,277.0,57.5,F,0.0,True,1,9,start,confirm,9,0.0
645,140488,control,896555484_56781518393,short_tenure,85.0,19.5,U,,True,1,10,start,confirm,10,0.0
646,140489,control,156924540_25052490926,short_tenure,70.0,21.5,U,,True,1,7,start,confirm,7,0.0
652,141591,control,362020128_74397732825,long_tenure,143.0,74.0,M,1.0,True,0,13,start,start,13,0.0
653,141602,control,258961879_52616051213,short_tenure,59.0,25.0,U,,True,1,27,start,confirm,27,0.0
657,142351,test,205106263_97799401459,long_tenure,212.0,57.0,M,1.0,True,0,10,start,step_1,10,0.0
659,142579,control,929578411_26479654428,short_tenure,120.0,38.0,F,0.0,True,1,10,start,confirm,10,0.0
661,142725,control,59134623_43952549306,short_tenure,96.0,67.0,U,,True,1,9,start,confirm,9,0.0
666,143688,control,889569234_52604203280,short_tenure,85.0,46.5,U,,True,1,18,start,confirm,18,0.0
667,143691,control,35187441_79200829139,long_tenure,150.0,60.0,F,0.0,True,0,6,start,start,6,0.0
669,144169,control,924930322_25492173604,short_tenure,110.0,29.0,M,1.0,True,1,12,start,confirm,12,0.0
673,145810,test,370996738_87876273770,long_tenure,217.0,65.0,M,1.0,True,1,9,start,confirm,9,0.0
675,146072,test,232729145_54971709504,long_tenure,321.0,59.5,F,0.0,True,0,13,start,start,13,0.0
681,148391,test,41435385_81413663830,short_tenure,101.0,64.5,U,,True,1,13,start,confirm,13,0.0
683,148445,control,960924149_49606500046,short_tenure,119.0,64.0,M,1.0,True,1,22,start,confirm,22,0.0
684,149192,test,710829283_11652915403,long_tenure,269.0,70.0,M,1.0,True,0,8,start,step_3,8,0.0
685,149593,control,930882887_58429182785,short_tenure,73.0,30.0,U,,True,0,7,start,step_2,7,0.0
686,149635,test,307242512_77823732038,long_tenure,274.0,48.0,M,1.0,True,0,6,start,step_3,6,0.0
687,150095,test,603810144_64853948182,short_tenure,100.0,26.5,M,1.0,True,1,7,start,confirm,7,0.0
691,151250,test,476583724_16583038641,long_tenure,284.0,57.0,M,1.0,True,0,8,start,start,8,0.0
692,151444,control,518734506_32427719131,short_tenure,95.0,31.0,U,,True,0,6,start,step_3,6,0.0
699,154143,test,343284803_80796802734,short_tenure,79.0,38.5,U,,True,0,7,start,step_1,7,0.0
700,154147,test,96842655_23471406936,long_tenure,406.0,65.5,F,0.0,True,1,14,start,confirm,14,0.0
701,154150,control,637523864_82283430316,long_tenure,230.0,40.0,F,0.0,True,1,7,start,confirm,7,0.0
702,154458,control,94536020_71398295714,short_tenure,72.0,42.0,U,,True,0,8,start,start,8,0.0
703,154782,test,57932207_50606882524,short_tenure,81.0,66.0,F,0.0,True,0,6,start,start,6,0.0
704,154809,test,262850691_74578736884,long_tenure,334.0,65.5,M,1.0,True,1,25,start,confirm,25,0.0
708,156105,test,408687729_6529724578,long_tenure,259.0,51.5,U,,True,0,19,confirm,start,19,0.0
709,156894,control,698688123_5632026070,short_tenure,66.0,69.0,U,,True,0,4,start,step_1,4,0.0
710,157209,test,660361430_32769124970,short_tenure,58.0,63.5,M,1.0,True,1,9,start,confirm,9,0.0
712,157852,control,587460095_42905780731,long_tenure,280.0,59.0,F,0.0,True,0,8,start,step_2,8,0.0
713,157871,control,38722703_94415399976,long_tenure,181.0,35.0,M,1.0,True,0,6,start,start,6,0.0
715,158047,test,298044239_15680175640,long_tenure,223.0,55.5,M,1.0,True,1,19,start,confirm,19,0.0
716,158201,test,908800384_3899861426,short_tenure,57.0,64.0,F,0.0,True,0,4,start,start,4,0.0
717,159268,control,435857651_99177186625,long_tenure,275.0,61.5,M,1.0,True,1,10,start,confirm,10,0.0
719,159558,test,954150259_60765124157,long_tenure,152.0,60.5,U,,True,1,9,start,confirm,9,0.0
720,159617,control,899737723_42575128015,long_tenure,152.0,43.5,M,1.0,True,1,9,start,confirm,9,0.0
721,159687,test,193902109_20096870770,long_tenure,337.0,56.5,U,,True,1,7,start,confirm,7,0.0
722,159728,test,50053747_12587229468,long_tenure,158.0,52.0,F,0.0,True,0,7,start,start,7,1.0
723,159823,control,928654858_52712294551,short_tenure,69.0,65.5,M,1.0,True,1,7,start,confirm,7,0.0
724,159875,test,449739258_91604964267,short_tenure,49.0,59.0,M,1.0,True,1,34,start,confirm,34,0.0
725,159908,test,779739594_10344236457,short_tenure,65.0,64.0,U,,True,0,4,start,step_1,4,0.0
726,159970,test,945237169_2840984206,short_tenure,65.0,34.0,U,,True,0,4,start,step_1,4,0.0
728,160466,control,613189111_77187281373,long_tenure,250.0,54.5,M,1.0,True,1,15,start,confirm,15,0.0
730,160654,test,50568445_24632728238,long_tenure,242.0,53.5,F,0.0,True,1,7,start,confirm,7,0.0
734,161440,test,806611941_70631429223,long_tenure,195.0,35.0,F,0.0,True,1,7,start,confirm,7,0.0
735,161792,control,576817222_65407577573,short_tenure,89.0,64.0,F,0.0,True,0,6,start,start,6,0.0
738,162127,test,38623529_97193720214,short_tenure,119.0,54.5,M,1.0,True,1,12,start,confirm,12,0.0
741,163907,test,660525036_52820800219,short_tenure,88.0,67.5,U,,True,1,16,start,confirm,16,0.0
745,165301,control,899213296_49259160836,short_tenure,82.0,67.5,U,,True,0,7,start,start,7,0.0
746,165900,test,518437728_20180296947,short_tenure,63.0,62.5,U,,True,1,7,start,confirm,7,0.0
748,166154,test,227732212_84479004362,long_tenure,189.0,63.0,F,0.0,True,0,8,start,start,8,0.0
749,166315,test,117610931_30872134110,long_tenure,169.0,65.5,U,,True,1,12,start,confirm,12,0.0
752,166702,control,837586551_64926189158,long_tenure,257.0,30.0,F,0.0,True,1,7,start,confirm,7,0.0
755,167496,control,445217578_8917253429,short_tenure,92.0,59.0,F,0.0,True,0,5,start,start,5,0.0
758,168266,test,962157102_48981325374,long_tenure,280.0,56.5,M,1.0,True,1,8,start,confirm,8,0.0
761,168940,control,39038569_40188771848,short_tenure,100.0,31.0,U,,True,0,7,start,start,7,0.0
762,168989,test,64777248_7974248122,long_tenure,154.0,60.5,F,0.0,True,1,16,start,confirm,16,0.0
765,169560,test,315798845_85294622287,long_tenure,141.0,46.0,M,1.0,True,0,5,start,start,5,0.0
770,170462,test,186829476_99580166147,long_tenure,226.0,61.0,F,0.0,True,0,11,start,start,11,0.0
771,170660,control,505024126_55877288060,short_tenure,57.0,22.5,U,,True,0,7,start,step_1,7,0.0
772,170798,test,672308706_62532740766,long_tenure,252.0,48.5,M,1.0,True,1,17,start,confirm,17,0.0
773,170896,control,238399402_45345053025,long_tenure,214.0,66.5,F,0.0,True,1,7,start,confirm,7,0.0
779,171096,test,60840054_89010755280,long_tenure,326.0,59.5,F,0.0,True,1,17,start,confirm,17,0.0
781,171597,test,138134328_46749625354,short_tenure,83.0,63.5,U,,True,1,8,start,confirm,8,0.0
784,172422,test,593675598_37547205435,short_tenure,133.0,66.0,F,0.0,True,0,7,start,start,7,0.0
787,173084,control,130994855_9267162041,short_tenure,116.0,25.0,M,1.0,True,0,12,start,start,12,0.0
788,173122,control,394598523_25278376471,long_tenure,180.0,44.0,F,0.0,True,1,7,start,confirm,7,0.0
791,173784,control,104282300_70424440403,short_tenure,67.0,38.0,U,,True,1,9,start,confirm,9,0.0
794,175128,control,286018630_70754185238,short_tenure,94.0,49.0,U,,True,0,4,start,start,4,0.0
797,175625,test,489242166_81438159914,short_tenure,90.0,46.0,U,,True,0,12,start,step_2,12,0.0
798,175752,test,589640233_7636497003,long_tenure,396.0,69.5,F,0.0,True,1,10,start,confirm,10,0.0
799,175907,test,599696439_87705001271,long_tenure,161.0,42.0,F,0.0,True,0,5,start,start,5,0.0
801,176963,test,647504309_96904736424,short_tenure,81.0,30.5,U,,True,1,15,start,confirm,15,0.0
805,177990,control,64145939_96274980453,short_tenure,66.0,20.5,U,,True,1,10,start,confirm,10,1.0
809,179027,control,9060531_53673085513,short_tenure,94.0,35.0,U,,True,0,4,start,step_1,4,0.0
810,179076,control,514747686_57850340762,long_tenure,180.0,39.5,F,0.0,True,1,13,start,confirm,13,0.0
812,179358,test,647546382_69030771828,long_tenure,190.0,53.0,M,1.0,True,0,4,start,start,4,0.0
813,179667,test,102921904_72968523094,long_tenure,196.0,67.0,F,0.0,True,0,5,start,start,5,0.0
814,180142,control,550203880_76144302696,short_tenure,56.0,53.5,U,,True,1,13,start,confirm,13,0.0
820,180953,control,443342549_63744145430,long_tenure,336.0,62.0,M,1.0,True,0,13,start,step_1,13,0.0
821,181125,test,904541254_84438974596,long_tenure,364.0,63.5,F,0.0,True,1,12,start,confirm,12,0.0
822,181254,test,903470917_75594375326,short_tenure,93.0,55.5,M,1.0,True,1,8,start,confirm,8,0.0
827,182739,test,696975218_84834792832,long_tenure,151.0,62.5,M,1.0,True,1,8,start,confirm,8,0.0
836,184396,test,271572379_20369892676,short_tenure,85.0,71.0,U,,True,0,5,start,start,5,0.0
837,184701,test,279986352_87908045091,short_tenure,83.0,33.5,U,,True,0,7,start,start,7,0.0
839,185096,test,91388533_76666444217,short_tenure,57.0,31.0,U,,True,1,13,start,confirm,13,0.0
841,185553,control,358025551_85668218385,short_tenure,65.0,67.0,U,,True,0,7,start,start,7,0.0
842,185675,test,158264550_86907099540,long_tenure,236.0,68.5,F,0.0,True,1,21,start,confirm,21,0.0
844,185963,test,850349077_22760023445,long_tenure,334.0,55.0,F,0.0,True,1,11,start,confirm,11,0.0
849,187498,test,427707380_57254061506,long_tenure,175.0,37.0,M,1.0,True,1,7,start,confirm,7,0.0
850,187547,test,460826062_67508634845,long_tenure,178.0,56.5,F,0.0,True,1,7,start,confirm,7,0.0
851,187902,test,958875642_54734088525,short_tenure,106.0,53.0,F,0.0,True,0,17,start,start,17,0.0
856,190001,test,41803373_43226580229,short_tenure,63.0,55.5,U,,True,1,7,start,confirm,7,0.0
858,190580,test,841427104_56555152289,short_tenure,90.0,72.5,U,,True,1,27,start,confirm,27,0.0
860,191300,test,605907937_63013185978,long_tenure,253.0,64.0,M,1.0,True,0,11,start,start,11,0.0
862,192049,test,78751674_63377325743,long_tenure,166.0,30.0,M,1.0,True,0,4,start,start,4,0.0
866,192577,test,515687819_27073318619,short_tenure,118.0,42.0,M,1.0,True,1,10,start,confirm,10,0.0
867,192775,test,699638167_69617628885,short_tenure,75.0,52.0,M,1.0,True,0,5,start,step_1,5,0.0
868,193111,test,914091259_49688552978,short_tenure,106.0,40.0,F,0.0,True,1,8,start,confirm,8,0.0
871,193457,test,602494605_49774821515,short_tenure,60.0,61.5,U,,True,1,7,start,confirm,7,0.0
876,194686,control,461664170_12582927580,short_tenure,113.0,68.5,M,1.0,True,1,8,start,confirm,8,0.0
877,194816,test,285963790_24533456534,short_tenure,87.0,50.0,U,,True,0,5,start,step_2,5,0.0
880,195446,control,269132825_13485605610,short_tenure,98.0,26.5,U,,True,0,12,start,step_3,12,0.0
881,195455,test,793674443_74873740805,short_tenure,71.0,67.0,M,1.0,True,0,16,start,step_3,16,0.0
887,196531,test,393192469_85364860781,long_tenure,194.0,55.0,U,,True,0,6,start,step_1,6,0.0
888,196675,control,244179683_95128036302,short_tenure,72.0,63.5,M,1.0,True,0,7,start,step_1,7,0.0
890,196988,test,640617277_53959160902,long_tenure,187.0,40.0,M,1.0,True,0,10,start,start,10,0.0
891,198773,control,16957609_81384614843,long_tenure,213.0,52.0,M,1.0,True,0,3,start,start,3,0.0
892,198932,control,99151920_74278554085,long_tenure,175.0,38.0,F,0.0,True,1,9,start,confirm,9,0.0
898,199386,test,450637728_49095680655,short_tenure,130.0,48.5,U,,True,1,16,start,confirm,16,0.0
901,200308,test,361352667_11239667754,short_tenure,60.0,24.0,M,1.0,True,0,3,start,start,3,0.0
902,200372,control,930827149_35516532170,long_tenure,343.0,63.5,F,0.0,True,0,7,start,step_1,7,0.0
904,200648,test,695089666_91017093074,long_tenure,183.0,59.0,F,0.0,True,0,5,start,start,5,0.0
906,201392,control,709408265_92028572918,long_tenure,253.0,66.5,M,1.0,True,0,14,start,start,14,0.0
907,201447,test,264092144_658654441,long_tenure,160.0,48.5,F,0.0,True,1,8,start,confirm,8,0.0
911,202371,test,821411033_32980496694,long_tenure,613.0,60.5,F,0.0,True,1,9,start,confirm,9,0.0
913,202865,control,601478975_3563223995,long_tenure,256.0,20.5,M,1.0,True,0,11,start,step_1,11,0.0
914,202925,control,763426560_38877854496,short_tenure,58.0,66.0,U,,True,0,7,start,step_3,7,0.0
915,203027,test,96885676_96004133349,long_tenure,270.0,59.5,M,1.0,True,0,12,confirm,step_1,12,0.0
917,204212,control,705619107_77845041778,long_tenure,158.0,39.0,F,0.0,True,0,8,start,step_1,8,0.0
918,204496,control,501402433_55226362001,long_tenure,236.0,23.0,M,1.0,True,0,18,start,start,18,0.0
924,206428,test,604870340_76821370140,long_tenure,217.0,50.0,M,1.0,True,1,14,start,confirm,14,0.0
927,206829,control,619237466_23185700224,short_tenure,60.0,58.5,U,,True,0,10,start,start,10,0.0
929,207109,test,327163156_47185832070,long_tenure,225.0,60.0,F,0.0,True,0,11,start,start,11,0.0
931,207261,test,172159544_3442701343,long_tenure,248.0,62.5,F,0.0,True,1,14,start,confirm,14,0.0
932,207387,test,632482840_86863476648,long_tenure,408.0,75.0,F,0.0,True,0,10,start,start,10,0.0
933,207416,control,403990359_63481841760,short_tenure,58.0,37.5,M,1.0,True,1,7,start,confirm,7,0.0
935,208156,test,881889449_62047050308,long_tenure,253.0,72.0,M,1.0,True,1,10,start,confirm,10,0.0
936,208237,control,342463263_38452662813,short_tenure,90.0,34.0,U,,True,1,7,start,confirm,7,0.0
937,208525,test,167903420_24231598498,long_tenure,182.0,51.0,M,1.0,True,0,5,start,step_2,5,0.0
942,209090,control,41537354_43790261605,long_tenure,164.0,38.0,F,0.0,True,0,6,start,step_2,6,0.0
945,210180,test,185274135_54378318302,short_tenure,58.0,39.0,U,,True,0,8,start,step_1,8,0.0
946,210473,control,786100068_79796650141,short_tenure,77.0,45.5,F,0.0,True,1,9,start,confirm,9,0.0
949,211380,test,134735496_46200673849,short_tenure,102.0,67.0,U,,True,0,14,start,step_1,14,0.0
950,211694,test,663423059_69244819408,long_tenure,160.0,29.5,F,0.0,True,1,10,start,confirm,10,0.0
951,212071,control,232571229_38940854064,long_tenure,197.0,40.5,F,0.0,True,0,14,start,step_1,14,0.0
953,213006,test,449531153_1474714486,long_tenure,193.0,35.0,M,1.0,True,0,7,start,start,7,0.0
955,214083,test,515370478_2958544081,long_tenure,194.0,35.0,M,1.0,True,0,4,start,start,4,0.0
956,214998,control,202420127_82695893995,long_tenure,258.0,45.0,F,0.0,True,1,11,start,confirm,11,0.0
958,215411,test,622059788_24957501348,long_tenure,275.0,55.5,M,1.0,True,1,10,start,confirm,10,0.0
963,219038,test,538765634_45572404803,long_tenure,203.0,45.0,F,0.0,True,0,4,start,step_1,4,0.0
964,219230,control,59066640_29544579052,short_tenure,132.0,39.0,F,0.0,True,0,5,start,start,5,0.0
969,219909,test,350424524_12704229741,short_tenure,113.0,29.0,F,0.0,True,1,9,start,confirm,9,0.0
973,220394,control,556364200_85995130143,short_tenure,71.0,27.5,U,,True,1,7,start,confirm,7,0.0
976,220901,control,316409456_21422433055,short_tenure,60.0,59.0,M,1.0,True,1,11,start,confirm,11,0.0
980,222315,control,380837691_24583903140,short_tenure,121.0,32.0,M,1.0,True,0,9,start,step_1,9,0.0
981,222973,test,387781511_6295286049,long_tenure,240.0,56.0,U,,True,0,5,start,start,5,0.0
984,225675,control,476563902_74842546774,long_tenure,253.0,47.0,F,0.0,True,0,5,start,start,5,0.0
986,226198,test,334870756_47049152438,short_tenure,131.0,30.0,M,1.0,True,1,7,start,confirm,7,0.0
987,226234,control,158802373_4221992159,short_tenure,57.0,47.0,F,0.0,True,1,12,start,confirm,12,0.0
989,226403,control,923247653_81049496734,short_tenure,130.0,40.0,F,0.0,True,0,7,start,start,7,0.0
992,227629,control,880564464_85429908085,long_tenure,277.0,54.5,F,0.0,True,0,11,start,start,11,0.0
994,228465,test,995655771_94104996855,long_tenure,263.0,55.5,F,0.0,True,1,7,start,confirm,7,0.0
995,228662,test,557681262_27583815438,long_tenure,157.0,47.5,M,1.0,True,0,8,start,step_1,8,0.0
996,228758,test,541235199_34505933594,long_tenure,163.0,48.0,F,0.0,True,0,3,start,start,3,0.0
997,228868,test,595721981_77368441144,short_tenure,78.0,22.5,U,,True,1,8,start,confirm,8,0.0
998,229500,control,706544525_38798025884,long_tenure,156.0,35.0,F,0.0,True,1,7,start,confirm,7,0.0
999,230423,test,618023461_15550040746,short_tenure,75.0,35.5,U,,True,1,8,start,confirm,8,0.0
1000,230551,test,184283566_37121002829,short_tenure,95.0,34.0,U,,True,0,6,start,start,6,0.0
1003,231622,test,721598791_13090683447,short_tenure,91.0,26.0,U,,True,0,4,start,step_1,4,0.0
1012,233796,test,689186099_61920506744,long_tenure,168.0,36.0,F,0.0,True,0,6,start,start,6,0.0
1014,234014,test,529651136_66975396715,long_tenure,184.0,65.0,F,0.0,True,1,22,start,confirm,22,0.0
1018,234619,test,843029073_28104702298,short_tenure,119.0,31.5,F,0.0,True,1,7,start,confirm,7,0.0
1019,235156,test,264678334_85144730850,short_tenure,94.0,30.0,U,,True,0,4,start,start,4,0.0
1020,235331,control,721633434_99993660771,long_tenure,159.0,86.5,M,1.0,True,1,9,start,confirm,9,0.0
1021,235342,test,240443722_67624921127,long_tenure,251.0,25.5,M,1.0,True,1,11,start,confirm,11,0.0
1027,236696,test,553920486_31329176584,long_tenure,236.0,39.5,F,0.0,True,1,7,start,confirm,7,0.0
1029,237182,control,953181723_60418221573,short_tenure,58.0,23.0,M,1.0,True,0,12,start,start,12,0.0
1032,237511,test,252671676_42926302596,short_tenure,66.0,57.5,F,0.0,True,1,10,start,confirm,10,0.0
1035,237822,control,381428540_48829535305,short_tenure,95.0,55.0,M,1.0,True,1,31,start,confirm,31,0.0
1037,238091,test,242361831_17916771919,long_tenure,169.0,55.5,F,0.0,True,0,9,start,start,9,0.0
1041,239136,control,423925522_55660330276,short_tenure,97.0,67.5,U,,True,1,12,start,confirm,12,0.0
1042,239685,control,242441542_52152770956,long_tenure,253.0,61.0,F,0.0,True,0,10,start,start,10,0.0
1046,240400,control,703475898_33949401397,long_tenure,213.0,51.0,M,1.0,True,1,11,start,confirm,11,0.0
1047,240468,control,613777970_77457214766,long_tenure,270.0,75.5,F,0.0,True,1,34,start,confirm,34,0.0
1048,240560,test,390212176_79115157039,short_tenure,54.0,23.5,M,1.0,True,1,7,start,confirm,7,0.0
1050,241085,test,573046961_15142409999,long_tenure,204.0,48.5,M,1.0,True,1,12,start,confirm,12,0.0
1053,242019,control,115719441_78353490420,short_tenure,92.0,25.0,U,,True,0,7,start,step_1,7,0.0
1056,242833,control,619845913_58282751646,short_tenure,58.0,19.5,U,,True,0,10,start,start,10,0.0
1061,243705,test,107213181_64298636606,short_tenure,99.0,37.5,U,,True,0,8,start,start,8,0.0
1067,244897,control,785058563_66896017036,long_tenure,159.0,69.0,F,0.0,True,0,7,start,step_3,7,0.0
1068,244941,test,150945741_8974991876,long_tenure,273.0,78.5,M,1.0,True,1,9,start,confirm,9,0.0
